cnt,ir,red,green,hr,spo2,temp,battery
42581,154350,127777,21155,0,0,0,0
42601,154444,127788,21184,0,0,0,0
42621,154192,127660,21135,0,0,0,0
42641,154466,127837,21187,0,0,0,0
42661,154279,127702,21165,0,0,0,0
42681,154347,127755,21166,0,0,0,0
42701,154372,127754,21160,0,0,0,0
42721,154316,127739,21150,0,0,0,0
42741,154361,127750,21184,0,0,0,0
42772,154357,127771,21161,100,0,0,0
42781,154290,127681,21159,0,0,0,0
42801,154361,127783,21171,0,0,0,0
42821,154377,127777,21166,0,0,0,0
42841,154284,127708,21165,0,0,0,0
42861,154414,127789,21162,0,0,0,0
42881,154317,127718,21171,0,0,0,0
42901,154375,127775,21179,0,0,0,0
42921,154337,127738,21159,0,0,0,0
42941,154318,127734,21173,0,0,0,0
42961,154365,127751,21162,0,0,0,0
42981,154331,127730,21162,0,0,0,0
43001,154348,127774,21176,0,0,0,0
43021,154341,127776,21150,0,0,0,0
43041,154352,127793,21170,0,0,0,0
43061,154355,127729,21182,0,0,0,0
43081,154315,127704,21154,0,0,0,0
43101,154351,127732,21170,0,0,0,0
43121,154400,127729,21157,0,0,0,0
43141,154229,127633,21144,0,0,0,0
43161,154479,127826,21182,0,0,0,0
43181,154305,127701,21152,0,0,0,0
43201,154298,127753,21166,0,0,0,0
43221,154373,127785,21165,0,0,0,0
43241,154235,127695,21200,0,0,0,0
43261,154399,127767,21212,0,0,0,0
43281,154284,127697,21176,0,0,0,0
43301,154393,127766,21164,0,0,0,0
43321,154363,127756,21136,0,0,0,0
43341,154314,127738,21178,0,0,0,0
43361,154376,127792,21146,0,0,0,0
43381,154300,127704,21147,0,0,0,0
43401,154386,127784,21163,0,0,0,0
43421,154300,127709,21157,0,0,0,0
43441,154392,127774,21182,0,0,0,0
43461,154335,127733,21154,0,0,0,0
43481,154373,127751,21163,0,0,0,0
43501,154295,127741,21153,0,0,0,0
43521,154393,127773,21170,0,0,0,0
43541,154277,127697,21162,0,0,0,0
43561,154181,127649,21142,0,0,0,0
43581,154502,127858,21184,0,0,0,0
43601,154269,127678,21165,0,0,0,0
43621,154350,127777,21153,0,0,0,0
43641,154378,127752,21169,0,0,0,0
43661,154270,127710,21157,0,0,0,0
43681,154394,127773,21160,0,0,0,0
43701,154429,127785,21191,0,0,0,0
43721,154051,127523,21113,0,0,0,0
43741,154598,127951,21188,0,0,0,0
43761,154275,127651,21158,0,0,0,0
43781,154224,127701,21136,0,0,0,0
43801,154538,127875,21199,0,0,0,0
43821,154095,127593,21126,0,0,0,0
43841,154351,127772,21177,0,0,0,0
43861,154517,127835,21181,0,0,0,0
43881,154143,127592,21140,0,0,0,0
43901,154475,127865,21168,0,0,0,0
43921,154327,127694,21161,0,0,0,0
43941,154275,127709,21157,0,0,0,0
43961,154373,127769,21175,0,0,0,0
43981,154275,127704,21153,0,0,0,0
44001,154395,127772,21171,0,0,0,0
44021,154324,127742,21155,0,0,0,0
44041,154348,127748,21165,0,0,0,0
44061,154320,127740,21160,0,0,0,0
44081,154373,127762,21161,0,0,0,0
44101,154381,127769,21173,0,0,0,0
44121,154277,127697,21158,0,0,0,0
44141,154389,127810,21158,0,0,0,0
44161,154393,127744,21184,0,0,0,0
44181,154245,127714,21147,0,0,0,0
44201,154488,127824,21198,0,0,0,0
44221,154187,127662,21140,0,0,0,0
44241,154511,127857,21191,0,0,0,0
44261,154222,127642,21163,0,0,0,0
44281,154405,127803,21166,0,0,0,0
44301,154327,127727,21163,0,0,0,0
44321,154364,127766,21168,0,0,0,0
44341,154347,127734,21167,0,0,0,0
44361,154339,127745,21171,0,0,0,0
44381,154294,127729,21153,0,0,0,0
44401,154387,127765,21171,0,0,0,0
44421,154305,127732,21161,0,0,0,0
44441,154305,127713,21160,0,0,0,0
44461,154365,127766,21175,0,0,0,0
44481,154338,127717,21149,0,0,0,0
44501,154384,127763,21176,0,0,0,0
44521,154277,127691,21153,0,0,0,0
44541,154347,127770,21158,0,0,0,0
44561,154369,127757,21181,0,0,0,0
44581,154263,127710,21148,0,0,0,0
44601,154382,127775,21187,0,0,0,0
44621,154306,127724,21159,0,0,0,0
44641,154325,127746,21155,0,0,0,0
44661,154380,127759,21173,0,0,0,0
44681,154261,127688,21143,0,0,0,0
44701,154401,127779,21186,0,0,0,0
44721,154327,127722,21158,0,0,0,0
44741,154326,127737,21147,0,0,0,0
44761,154435,127799,21182,0,0,0,0
44781,154229,127645,21154,0,0,0,0
44801,154321,127757,21160,0,0,0,0
44821,154470,127810,21201,0,0,0,0
44841,154177,127642,21141,0,0,0,0
44861,154441,127816,21184,0,0,0,0
44881,154301,127700,21167,0,0,0,0
44901,154338,127749,21162,0,0,0,0
44921,154490,127800,21187,0,0,0,0
44941,154052,127588,21109,0,0,0,0
44961,154644,127933,21190,0,0,0,0
44981,154093,127564,21129,0,0,0,0
45001,154536,127889,21202,0,0,0,0
45021,154221,127640,21161,0,0,0,0
45041,154236,127768,21134,0,0,0,0
45061,154595,127869,21209,0,0,0,0
45081,154033,127490,21126,0,0,0,0
45101,154570,127859,21188,0,0,0,0
45121,154267,127624,21166,0,0,0,0
45141,154282,127639,21147,0,0,0,0
45161,154360,127779,21171,0,0,0,0
45181,154353,127739,21180,0,0,0,0
45201,154186,127674,21141,0,0,0,0
45221,154424,127815,21190,0,0,0,0
45241,154342,127747,21220,0,0,0,0
45261,154383,127724,21239,0,0,0,0
45281,154082,127623,21158,0,0,0,0
45301,154708,127984,21189,0,0,0,0
45321,154628,127962,21170,0,0,0,0
45341,154163,127560,21158,0,0,0,0
45361,154275,127750,21136,0,0,0,0
45381,154544,127849,21195,0,0,0,0
45401,154100,127578,21144,0,0,0,0
45421,154493,127852,21183,0,0,0,0
45441,154333,127705,21170,0,0,0,0
45461,154410,127769,21180,0,0,0,0
45481,154214,127699,21137,0,0,0,0
45501,154495,127821,21200,0,0,0,0
45521,154192,127632,21150,0,0,0,0
45541,154401,127828,21159,0,0,0,0
45561,154388,127737,21184,0,0,0,0
45581,154169,127654,21125,0,0,0,0
45601,154461,127814,21181,0,0,0,0
45621,154201,127653,21146,0,0,0,0
45641,154415,127806,21165,0,0,0,0
45661,154271,127707,21171,0,0,0,0
45681,154352,127751,21163,0,0,0,0
45701,154299,127706,21170,0,0,0,0
45721,154300,127724,21170,0,0,0,0
45741,154400,127793,21169,0,0,0,0
45772,154224,127651,21155,97,0,0,0
45781,154413,127808,21172,0,0,0,0
45801,154308,127698,21169,0,0,0,0
45821,154088,127606,21128,0,0,0,0
45841,154593,127922,21185,0,0,0,0
45861,154124,127571,21154,0,0,0,0
45881,154422,127839,21179,0,0,0,0
45901,154354,127707,21176,0,0,0,0
45921,154234,127704,21146,0,0,0,0
45941,154396,127809,21173,0,0,0,0
45961,154294,127679,21176,0,0,0,0
45981,154259,127715,21135,0,0,0,0
46001,154547,127853,21194,0,0,0,0
46021,154074,127560,21142,0,0,0,0
46041,154510,127867,21191,0,0,0,0
46061,154239,127657,21164,0,0,0,0
46081,154331,127753,21143,0,0,0,0
46101,154347,127749,21168,0,0,0,0
46121,154280,127689,21166,0,0,0,0
46141,154382,127764,21169,0,0,0,0
46161,154305,127698,21170,0,0,0,0
46181,154318,127734,21158,0,0,0,0
46201,154356,127746,21169,0,0,0,0
46221,154298,127718,21168,0,0,0,0
46241,154323,127739,21158,0,0,0,0
46261,154332,127724,21167,0,0,0,0
46281,154267,127695,21160,0,0,0,0
46301,154401,127794,21179,0,0,0,0
46321,154296,127690,21163,0,0,0,0
46341,154355,127764,21155,0,0,0,0
46361,154334,127727,21172,0,0,0,0
46381,154289,127706,21162,0,0,0,0
46401,154380,127781,21159,0,0,0,0
46421,154273,127675,21156,0,0,0,0
46441,154342,127757,21155,0,0,0,0
46461,154324,127718,21171,0,0,0,0
46481,154287,127703,21163,0,0,0,0
46501,154363,127758,21164,0,0,0,0
46521,154317,127716,21172,0,0,0,0
46541,154319,127747,21164,0,0,0,0
46561,154320,127729,21155,0,0,0,0
46581,154312,127718,21165,0,0,0,0
46601,154320,127716,21149,0,0,0,0
46621,154363,127754,21177,0,0,0,0
46641,154295,127721,21146,0,0,0,0
46661,154344,127745,21160,0,0,0,0
46681,154323,127725,21171,0,0,0,0
46701,154316,127735,21154,0,0,0,0
46721,154313,127713,21182,0,0,0,0
46741,154310,127732,21166,0,0,0,0
46761,154336,127736,21166,0,0,0,0
46781,154294,127711,21171,0,0,0,0
46801,154335,127732,21156,0,0,0,0
46821,154285,127706,21164,0,0,0,0
46841,154323,127739,21157,0,0,0,0
46861,154313,127731,21167,0,0,0,0
46881,154396,127762,21185,0,0,0,0
46901,154268,127701,21165,0,0,0,0
46921,154304,127716,21165,0,0,0,0
46941,154368,127755,21192,0,0,0,0
46961,154255,127689,21162,0,0,0,0
46981,154378,127770,21177,0,0,0,0
47001,154328,127755,21159,0,0,0,0
47021,154305,127760,21165,0,0,0,0
47041,154350,127773,21176,0,0,0,0
47061,154206,127678,21142,0,0,0,0
47081,154528,127811,21195,0,0,0,0
47101,154110,127560,21142,0,0,0,0
47121,154525,127848,21181,0,0,0,0
47141,154242,127633,21163,0,0,0,0
47161,154338,127765,21155,0,0,0,0
47181,154295,127718,21172,0,0,0,0
47201,154242,127718,21163,0,0,0,0
47221,154311,127742,21165,0,0,0,0
47241,154291,127713,21207,0,0,0,0
47261,154319,127742,21184,0,0,0,0
47281,154361,127749,21156,0,0,0,0
47301,154331,127751,21139,0,0,0,0
47321,154308,127707,21141,0,0,0,0
47341,154319,127744,21153,0,0,0,0
47361,154333,127729,21171,0,0,0,0
47381,154278,127715,21149,0,0,0,0
47401,154344,127729,21148,0,0,0,0
47421,154294,127702,21160,0,0,0,0
47441,154348,127762,21166,0,0,0,0
47461,154284,127704,21162,0,0,0,0
47481,154342,127749,21164,0,0,0,0
47501,154328,127724,21159,0,0,0,0
47521,154322,127730,21173,0,0,0,0
47541,154285,127694,21143,0,0,0,0
47561,154383,127767,21162,0,0,0,0
47581,154268,127684,21173,0,0,0,0
47601,154344,127781,21157,0,0,0,0
47621,154316,127699,21181,0,0,0,0
47641,154324,127733,21165,0,0,0,0
47661,154380,127759,21188,0,0,0,0
47681,154273,127702,21167,0,0,0,0
47701,154361,127757,21175,0,0,0,0
47721,154301,127701,21151,0,0,0,0
47741,154369,127769,21169,0,0,0,0
47761,154298,127702,21150,0,0,0,0
47781,154295,127723,21156,0,0,0,0
47801,154428,127784,21176,0,0,0,0
47821,154189,127637,21154,0,0,0,0
47841,154411,127803,21171,0,0,0,0
47861,154407,127775,21173,0,0,0,0
47881,154226,127601,21169,0,0,0,0
47901,154227,127752,21144,0,0,0,0
47921,154559,127867,21199,0,0,0,0
47941,154004,127521,21122,0,0,0,0
47961,154556,127931,21183,0,0,0,0
47981,154330,127672,21177,0,0,0,0
48001,154075,127627,21129,0,0,0,0
48021,154640,127937,21199,0,0,0,0
48041,154070,127545,21131,0,0,0,0
48061,154451,127829,21160,0,0,0,0
48081,153998,127468,21132,0,0,0,0
48101,154413,127825,21164,0,0,0,0
48121,154381,127733,21175,0,0,0,0
48141,154196,127670,21136,0,0,0,0
48161,154560,127863,21183,0,0,0,0
48181,153882,127405,21121,0,0,0,0
48201,154552,127949,21178,0,0,0,0
48221,154326,127665,21165,0,0,0,0
48241,154122,127622,21137,0,0,0,0
48261,154557,127881,21201,0,0,0,0
48281,154054,127504,21129,0,0,0,0
48301,154191,127687,21144,0,0,0,0
48321,154602,127881,21194,0,0,0,0
48341,154016,127513,21116,0,0,0,0
48361,154608,127952,21191,0,0,0,0
48381,154123,127559,21145,0,0,0,0
48401,154389,127800,21171,0,0,0,0
48421,154070,127627,21120,0,0,0,0
48441,154707,127998,21219,0,0,0,0
48461,153965,127452,21116,0,0,0,0
48481,154456,127868,21172,0,0,0,0
48501,154353,127731,21171,0,0,0,0
48521,154206,127670,21152,0,0,0,0
48541,154367,127760,21174,0,0,0,0
48561,154321,127724,21171,0,0,0,0
48581,154272,127714,21164,0,0,0,0
48601,154333,127738,21155,0,0,0,0
48621,154279,127716,21150,0,0,0,0
48641,154275,127721,21177,0,0,0,0
48661,154389,127787,21163,0,0,0,0
48681,154266,127660,21161,0,0,0,0
48701,154275,127731,21157,0,0,0,0
48721,154426,127798,21164,0,0,0,0
48741,154214,127639,21159,0,0,0,0
48772,154420,127825,21172,99,0,0,0
48781,154244,127640,21164,0,0,0,0
48801,154341,127789,21171,0,0,0,0
48821,154416,127759,21182,0,0,0,0
48841,154139,127623,21145,0,0,0,0
48861,154482,127851,21190,0,0,0,0
48881,154147,127594,21134,0,0,0,0
48901,154403,127798,21181,0,0,0,0
48921,154263,127675,21157,0,0,0,0
48941,154229,127695,21146,0,0,0,0
48961,154451,127830,21184,0,0,0,0
48981,154161,127643,21151,0,0,0,0
49001,154358,127824,21169,0,0,0,0
49021,154287,127739,21158,0,0,0,0
49041,154252,127668,21158,0,0,0,0
49061,154375,127765,21172,0,0,0,0
49081,154274,127656,21155,0,0,0,0
49101,154304,127681,21168,0,0,0,0
49121,154335,127763,21172,0,0,0,0
49141,154195,127660,21141,0,0,0,0
49161,154338,127784,21185,0,0,0,0
49181,154248,127690,21162,0,0,0,0
49201,154260,127721,21171,0,0,0,0
49221,154349,127757,21208,0,0,0,0
49241,154243,127677,21172,0,0,0,0
49261,154337,127744,21156,0,0,0,0
49281,154279,127714,21136,0,0,0,0
49301,154339,127749,21133,0,0,0,0
49321,154177,127644,21133,0,0,0,0
49341,154476,127839,21172,0,0,0,0
49361,154194,127633,21160,0,0,0,0
49381,154350,127756,21163,0,0,0,0
49401,154229,127701,21153,0,0,0,0
49421,154410,127796,21172,0,0,0,0
49441,154199,127632,21159,0,0,0,0
49461,154363,127774,21163,0,0,0,0
49481,154340,127739,21166,0,0,0,0
49501,154147,127603,21138,0,0,0,0
49521,154458,127846,21170,0,0,0,0
49541,154250,127633,21162,0,0,0,0
49561,154261,127711,21150,0,0,0,0
49581,154386,127765,21173,0,0,0,0
49601,154032,127567,21132,0,0,0,0
49621,154684,127989,21199,0,0,0,0
49641,154042,127515,21142,0,0,0,0
49661,154400,127828,21160,0,0,0,0
49681,154250,127676,21151,0,0,0,0
49701,154325,127747,21174,0,0,0,0
49721,154318,127722,21171,0,0,0,0
49741,154319,127726,21171,0,0,0,0
49761,154196,127659,21143,0,0,0,0
49781,154491,127859,21191,0,0,0,0
49801,154198,127631,21147,0,0,0,0
49821,154355,127784,21163,0,0,0,0
49841,154264,127670,21173,0,0,0,0
49861,154320,127743,21161,0,0,0,0
49881,154354,127733,21161,0,0,0,0
49901,154223,127673,21150,0,0,0,0
49921,154382,127785,21160,0,0,0,0
49941,154264,127667,21157,0,0,0,0
49961,154276,127717,21162,0,0,0,0
49981,154406,127753,21172,0,0,0,0
50001,154140,127588,21158,0,0,0,0
50021,154466,127853,21171,0,0,0,0
50041,154246,127654,21145,0,0,0,0
50061,154289,127738,21158,0,0,0,0
50081,154388,127784,21170,0,0,0,0
50101,154230,127672,21159,0,0,0,0
50121,154402,127788,21171,0,0,0,0
50141,154271,127662,21153,0,0,0,0
50161,154281,127710,21157,0,0,0,0
50181,154370,127762,21168,0,0,0,0
50201,154253,127679,21172,0,0,0,0
50221,154357,127783,21165,0,0,0,0
50241,154323,127721,21161,0,0,0,0
50261,154273,127705,21155,0,0,0,0
50281,154348,127739,21178,0,0,0,0
50301,154273,127691,21158,0,0,0,0
50321,154359,127760,21169,0,0,0,0
50341,154027,127584,21113,0,0,0,0
50361,154729,128010,21211,0,0,0,0
50381,154013,127496,21124,0,0,0,0
50401,154412,127830,21163,0,0,0,0
50421,154358,127725,21178,0,0,0,0
50441,154074,127574,21134,0,0,0,0
50461,154602,127922,21216,0,0,0,0
50481,154091,127555,21130,0,0,0,0
50501,154409,127810,21174,0,0,0,0
50521,154331,127709,21185,0,0,0,0
50541,154191,127675,21139,0,0,0,0
50561,154447,127808,21189,0,0,0,0
50581,154215,127657,21152,0,0,0,0
50601,154374,127781,21185,0,0,0,0
50621,154239,127661,21157,0,0,0,0
50641,154433,127809,21162,0,0,0,0
50661,154190,127614,21162,0,0,0,0
50681,154347,127782,21159,0,0,0,0
50701,154353,127738,21167,0,0,0,0
50721,154181,127646,21157,0,0,0,0
50741,154054,127559,21130,0,0,0,0
50761,154616,127974,21198,0,0,0,0
50781,154212,127592,21170,0,0,0,0
50801,154183,127698,21124,0,0,0,0
50821,154518,127845,21193,0,0,0,0
50841,154055,127555,21120,0,0,0,0
50861,154509,127867,21197,0,0,0,0
50881,154234,127636,21148,0,0,0,0
50901,154251,127715,21144,0,0,0,0
50921,154521,127823,21206,0,0,0,0
50941,154044,127551,21127,0,0,0,0
50961,154535,127919,21188,0,0,0,0
50981,154156,127656,21156,0,0,0,0
51001,154326,127788,21161,0,0,0,0
51021,154330,127696,21172,0,0,0,0
51041,154308,127701,21146,0,0,0,0
51061,154312,127698,21161,0,0,0,0
51081,154339,127691,21162,0,0,0,0
51101,154344,127711,21145,0,0,0,0
51121,154324,127723,21172,0,0,0,0
51141,154252,127712,21168,0,0,0,0
51161,154292,127728,21170,0,0,0,0
51181,154247,127708,21175,0,0,0,0
51201,154254,127712,21203,0,0,0,0
51221,154404,127772,21200,0,0,0,0
51241,154065,127490,21156,0,0,0,0
51261,154312,127776,21152,0,0,0,0
51281,154012,127536,21100,0,0,0,0
51301,154539,127878,21172,0,0,0,0
51321,154173,127598,21134,0,0,0,0
51341,154318,127752,21145,0,0,0,0
51361,154388,127737,21170,0,0,0,0
51381,154241,127676,21155,0,0,0,0
51401,154351,127761,21173,0,0,0,0
51421,154323,127726,21160,0,0,0,0
51441,154249,127718,21161,0,0,0,0
51461,154346,127743,21173,0,0,0,0
51481,154291,127710,21154,0,0,0,0
51501,154321,127743,21171,0,0,0,0
51521,154408,127778,21173,0,0,0,0
51541,154135,127573,21135,0,0,0,0
51561,154343,127821,21171,0,0,0,0
51581,154466,127778,21186,0,0,0,0
51601,154180,127609,21143,0,0,0,0
51621,154310,127651,21176,0,0,0,0
51641,154255,127755,21145,0,0,0,0
51661,154528,127845,21203,0,0,0,0
51681,154024,127546,21114,0,0,0,0
51701,154564,127882,21199,0,0,0,0
51721,153925,127448,21115,0,0,0,0
51741,154642,127998,21198,0,0,0,0
51772,154154,127578,21151,100,0,0,0
51781,154332,127769,21168,0,0,0,0
51801,154355,127747,21166,0,0,0,0
51821,154360,127787,21182,0,0,0,0
51841,154417,127777,21180,0,0,0,0
51861,154163,127631,21148,0,0,0,0
51881,154429,127799,21161,0,0,0,0
51901,154270,127696,21158,0,0,0,0
51921,154287,127716,21156,0,0,0,0
51941,154374,127772,21169,0,0,0,0
51961,153997,127528,21122,0,0,0,0
51981,154629,127952,21219,0,0,0,0
52001,154046,127511,21111,0,0,0,0
52021,154451,127842,21187,0,0,0,0
52041,154278,127674,21170,0,0,0,0
52061,154257,127701,21154,0,0,0,0
52081,154377,127732,21178,0,0,0,0
52101,154236,127669,21143,0,0,0,0
52121,154438,127809,21193,0,0,0,0
52141,154187,127636,21148,0,0,0,0
52161,154409,127796,21178,0,0,0,0
52181,154029,127561,21130,0,0,0,0
52201,154603,127943,21185,0,0,0,0
52221,154082,127527,21141,0,0,0,0
52241,154409,127830,21169,0,0,0,0
52261,154230,127676,21156,0,0,0,0
52281,154387,127772,21176,0,0,0,0
52301,154262,127681,21147,0,0,0,0
52321,154374,127757,21180,0,0,0,0
52341,154291,127705,21170,0,0,0,0
52361,154329,127726,21157,0,0,0,0
52381,154324,127727,21167,0,0,0,0
52401,154286,127702,21151,0,0,0,0
52421,154317,127733,21171,0,0,0,0
52441,154274,127700,21170,0,0,0,0
52461,154038,127564,21131,0,0,0,0
52481,154562,127893,21204,0,0,0,0
52501,154121,127588,21137,0,0,0,0
52521,154357,127792,21165,0,0,0,0
52541,154195,127664,21131,0,0,0,0
52561,154707,127991,21205,0,0,0,0
52581,153834,127366,21119,0,0,0,0
52601,154663,128035,21203,0,0,0,0
52621,154224,127578,21165,0,0,0,0
52641,154100,127646,21134,0,0,0,0
52661,154637,127936,21185,0,0,0,0
52681,154192,127601,21151,0,0,0,0
52701,154337,127782,21152,0,0,0,0
52721,154320,127703,21157,0,0,0,0
52741,154238,127667,21162,0,0,0,0
52761,154287,127703,21161,0,0,0,0
52781,154335,127746,21159,0,0,0,0
52801,154293,127695,21159,0,0,0,0
52821,154037,127554,21109,0,0,0,0
52841,154660,127926,21206,0,0,0,0
52861,153865,127409,21101,0,0,0,0
52881,154574,127948,21203,0,0,0,0
52901,154224,127623,21172,0,0,0,0
52921,154144,127658,21134,0,0,0,0
52941,154518,127853,21190,0,0,0,0
52961,154191,127668,21150,0,0,0,0
52981,154315,127759,21161,0,0,0,0
53001,154294,127660,21181,0,0,0,0
53021,154325,127709,21152,0,0,0,0
53041,154452,127738,21190,0,0,0,0
53061,154096,127565,21120,0,0,0,0
53081,154532,127864,21191,0,0,0,0
53101,154121,127585,21145,0,0,0,0
53121,154372,127822,21170,0,0,0,0
53141,154356,127793,21173,0,0,0,0
53161,154385,127749,21189,0,0,0,0
53181,154097,127610,21175,0,0,0,0
53201,154531,127861,21236,0,0,0,0
53221,154066,127546,21148,0,0,0,0
53241,154360,127720,21152,0,0,0,0
53261,154163,127649,21104,0,0,0,0
53281,154450,127814,21182,0,0,0,0
53301,154187,127644,21141,0,0,0,0
53321,154326,127735,21166,0,0,0,0
53341,154460,127829,21176,0,0,0,0
53361,154300,127700,21160,0,0,0,0
53381,154126,127625,21144,0,0,0,0
53401,154543,127878,21193,0,0,0,0
53421,154125,127559,21133,0,0,0,0
53441,154432,127811,21184,0,0,0,0
53461,154274,127677,21145,0,0,0,0
53481,154198,127658,21165,0,0,0,0
53501,154422,127798,21181,0,0,0,0
53521,154210,127643,21149,0,0,0,0
53541,154329,127751,21172,0,0,0,0
53561,154417,127811,21166,0,0,0,0
53581,154266,127670,21177,0,0,0,0
53601,154323,127772,21146,0,0,0,0
53621,154413,127759,21174,0,0,0,0
53641,154170,127642,21148,0,0,0,0
53661,154490,127848,21176,0,0,0,0
53681,154167,127615,21155,0,0,0,0
53701,154410,127799,21173,0,0,0,0
53721,154297,127704,21166,0,0,0,0
53741,154316,127736,21159,0,0,0,0
54788,154262,127672,21159,99,79,27.7,77
54790,154366,127763,21171,0,0,0,0
54801,154365,127745,21173,0,0,0,0
54821,154248,127684,21161,0,0,0,0
54841,154419,127799,21184,0,0,0,0
54861,154235,127654,21171,0,0,0,0
54881,154412,127813,21171,0,0,0,0
54901,154276,127685,21167,0,0,0,0
54921,154330,127739,21178,0,0,0,0
54941,154340,127750,21180,0,0,0,0
54961,154282,127702,21160,0,0,0,0
54981,154382,127789,21162,0,0,0,0
55001,154292,127719,21148,0,0,0,0
55021,154318,127727,21163,0,0,0,0
55041,154322,127735,21164,0,0,0,0
55061,154312,127720,21166,0,0,0,0
55081,154330,127746,21171,0,0,0,0
55101,154326,127744,21151,0,0,0,0
55121,154327,127719,21177,0,0,0,0
55141,154335,127753,21162,0,0,0,0
55161,154303,127718,21156,0,0,0,0
55181,154335,127733,21160,0,0,0,0
55201,154305,127745,21166,0,0,0,0
55221,154303,127723,21173,0,0,0,0
55241,154358,127759,21169,0,0,0,0
55261,154300,127727,21161,0,0,0,0
55281,154355,127754,21178,0,0,0,0
55301,154310,127745,21161,0,0,0,0
55321,154293,127698,21164,0,0,0,0
55341,154347,127755,21163,0,0,0,0
55361,154296,127705,21155,0,0,0,0
55381,154356,127757,21179,0,0,0,0
55401,154326,127779,21166,0,0,0,0
55421,154320,127740,21155,0,0,0,0
55441,154332,127721,21169,0,0,0,0
55461,154306,127740,21166,0,0,0,0
55481,154286,127731,21153,0,0,0,0
55501,154331,127709,21179,0,0,0,0
55521,154336,127738,21149,0,0,0,0
55541,154377,127759,21176,0,0,0,0
55561,154284,127709,21163,0,0,0,0
55581,154300,127721,21152,0,0,0,0
55601,154339,127727,21178,0,0,0,0
55621,154318,127730,21157,0,0,0,0
55641,154329,127746,21169,0,0,0,0
55661,154282,127710,21175,0,0,0,0
55681,154331,127754,21152,0,0,0,0
55701,154340,127743,21171,0,0,0,0
55721,154295,127720,21160,0,0,0,0
55741,154319,127723,21156,0,0,0,0
55761,154323,127728,21168,0,0,0,0
55781,154314,127731,21166,0,0,0,0
55801,154321,127715,21173,0,0,0,0
55821,154301,127751,21167,0,0,0,0
55841,154326,127728,21178,0,0,0,0
55861,154335,127745,21171,0,0,0,0
55881,154294,127732,21163,0,0,0,0
55901,154310,127721,21174,0,0,0,0
55921,154323,127745,21166,0,0,0,0
55941,154323,127732,21155,0,0,0,0
55961,154314,127725,21166,0,0,0,0
55981,154300,127723,21157,0,0,0,0
56001,154322,127733,21171,0,0,0,0
56021,154299,127725,21156,0,0,0,0
56041,154318,127743,21161,0,0,0,0
56061,154327,127721,21169,0,0,0,0
56081,154326,127737,21164,0,0,0,0
56101,154329,127726,21174,0,0,0,0
56121,154307,127745,21172,0,0,0,0
56141,154313,127728,21158,0,0,0,0
56161,154324,127711,21169,0,0,0,0
56181,154337,127751,21159,0,0,0,0
56201,154284,127703,21177,0,0,0,0
56221,154330,127734,21169,0,0,0,0
56241,154320,127758,21155,0,0,0,0
56261,154314,127720,21171,0,0,0,0
56281,154335,127750,21156,0,0,0,0
56301,154305,127721,21168,0,0,0,0
56321,154351,127732,21173,0,0,0,0
56341,154283,127745,21156,0,0,0,0
56361,154320,127711,21186,0,0,0,0
56381,154272,127716,21146,0,0,0,0
56401,154369,127736,21169,0,0,0,0
56421,154271,127703,21159,0,0,0,0
56441,154308,127728,21160,0,0,0,0
56461,154343,127745,21184,0,0,0,0
56481,154241,127690,21158,0,0,0,0
56501,154388,127771,21166,0,0,0,0
56521,154196,127649,21151,0,0,0,0
56541,154425,127788,21181,0,0,0,0
56561,154230,127662,21152,0,0,0,0
56581,154358,127767,21181,0,0,0,0
56601,154275,127690,21135,0,0,0,0
56621,154294,127685,21167,0,0,0,0
56641,154367,127769,21158,0,0,0,0
56661,154249,127657,21167,0,0,0,0
56681,154365,127781,21186,0,0,0,0
56701,154272,127689,21148,0,0,0,0
56721,154325,127738,21176,0,0,0,0
56741,154303,127708,21159,0,0,0,0
56761,154337,127742,21179,0,0,0,0
56781,154265,127700,21162,0,0,0,0
56801,154343,127750,21165,0,0,0,0
56821,154270,127689,21163,0,0,0,0
56841,154320,127740,21151,0,0,0,0
56861,154285,127723,21159,0,0,0,0
56881,154305,127731,21170,0,0,0,0
56901,154331,127751,21164,0,0,0,0
56921,154288,127751,21172,0,0,0,0
56941,154335,127769,21164,0,0,0,0
56961,154283,127684,21146,0,0,0,0
56981,154330,127718,21169,0,0,0,0
57001,154314,127705,21153,0,0,0,0
57021,154322,127664,21163,0,0,0,0
57041,154377,127731,21174,0,0,0,0
57061,154286,127703,21146,0,0,0,0
57081,154279,127721,21178,0,0,0,0
57101,154298,127738,21155,0,0,0,0
57121,154251,127713,21183,0,0,0,0
57141,154300,127737,21218,0,0,0,0
57161,154254,127702,21161,0,0,0,0
57181,154293,127729,21155,0,0,0,0
57201,154293,127719,21144,0,0,0,0
57221,154293,127703,21139,0,0,0,0
57241,154304,127732,21151,0,0,0,0
57261,154316,127722,21153,0,0,0,0
57281,154312,127728,21152,0,0,0,0
57301,154289,127697,21158,0,0,0,0
57321,154307,127728,21174,0,0,0,0
57341,154304,127735,21148,0,0,0,0
57361,154302,127705,21160,0,0,0,0
57381,154326,127727,21176,0,0,0,0
57401,154279,127720,21161,0,0,0,0
57421,154304,127712,21174,0,0,0,0
57441,154299,127722,21144,0,0,0,0
57461,154302,127687,21166,0,0,0,0
57481,154317,127755,21167,0,0,0,0
57501,154286,127700,21142,0,0,0,0
57521,154325,127732,21183,0,0,0,0
